iter	Logloss
556	0.2525295989
557	0.2525158863
558	0.252465506
559	0.2524223343
560	0.252381046
561	0.2523389024
562	0.2523185675
563	0.252306665
564	0.2522023343
565	0.2521926608
566	0.2521581496
567	0.252130421
568	0.2521059965
569	0.2520936147
570	0.2520739107
571	0.2520565344
572	0.2519820317
573	0.2519357323
574	0.2518957811
575	0.2518656464
576	0.2518206587
577	0.2517882894
578	0.2517677071
579	0.2517523928
580	0.2517190921
581	0.2517033798
582	0.2516713737
583	0.2516264987
584	0.2515575172
585	0.2514826633
586	0.2514355474
587	0.2514174675
588	0.2513739324
589	0.251335855
590	0.2512769008
591	0.2512643244
592	0.2512483625
593	0.2512384087
594	0.2511924103
595	0.2511669986
596	0.2511121154
597	0.2510963974
598	0.251055169
599	0.2510329439
600	0.2509926331
601	0.2509824842
602	0.2509379942
603	0.2509278096
604	0.2508941842
605	0.2508840445
606	0.2508329818
607	0.2507691914
608	0.2507611342
609	0.2507531578
610	0.2507445006
611	0.2507300974
612	0.2506958367
613	0.2506698394
614	0.2506479193
615	0.2505819105
616	0.2505595145
617	0.250548844
618	0.2505221542
619	0.2504815028
620	0.2504256184
621	0.2504120839
622	0.2503676065
623	0.2503144933
624	0.2503019433
625	0.2502824703
626	0.2502532133
627	0.2501891769
628	0.2501680735
629	0.2501571177
630	0.250148126
631	0.2501126346
632	0.2500545044
633	0.2500139491
634	0.2500033982
635	0.2499726376
636	0.2499620995
637	0.2499531192
638	0.2499067816
639	0.2498712535
640	0.2498419435
641	0.2498170188
642	0.2498094502
643	0.2497973727
644	0.2497694063
645	0.2497398042
646	0.249668474
647	0.249627136
648	0.2495945375
649	0.2495457343
650	0.2495274158
651	0.2495047077
652	0.2494443544
653	0.2494246335
654	0.2494156979
655	0.2493938538
656	0.249388088
657	0.2493054203
658	0.2492662481
659	0.2492211678
660	0.2492072343
661	0.2491740972
662	0.2491466596
663	0.2491371983
664	0.2491294477
665	0.2490794975
666	0.249066823
667	0.2490590565
668	0.249025731
669	0.2490180281
670	0.2490018394
671	0.2489704984
672	0.2489495993
673	0.2488901224
674	0.2488329912
675	0.2487964524
676	0.248773612
677	0.2487507482
678	0.2487180928
679	0.2486870168
680	0.2486576904
681	0.2486415844
682	0.2486121413
683	0.2485914002
684	0.2485618303
685	0.248510384
686	0.2484840056
687	0.2484121032
688	0.2483599145
689	0.2483323584
690	0.2482880951
691	0.2482612728
692	0.2482202999
693	0.2481874839
694	0.2481551118
695	0.2481351488
696	0.2480927996
697	0.2480831738
698	0.2480530174
699	0.24802821
700	0.2480180737
701	0.2479844922
702	0.2479537514
703	0.2479469162
704	0.2479297272
705	0.2479198163
706	0.2479057436
707	0.2478957794
708	0.2478693951
709	0.2478590626
710	0.247794462
711	0.2477871592
712	0.2477395669
713	0.2477271127
714	0.2476995111
715	0.2476858182
716	0.2476592984
717	0.2476145553
718	0.2475769676
719	0.2475638784
720	0.247535587
721	0.24749509
722	0.2474801383
723	0.2474549087
724	0.247441958
725	0.2474208233
726	0.2473965269
727	0.2473583593
728	0.2473432035
729	0.2473334665
730	0.2473232407
731	0.2473161814
732	0.2473003853
733	0.2472849421
734	0.2472744428
735	0.2472310949
736	0.2472222646
737	0.2472036634
738	0.2471986888
739	0.2471721156
740	0.2471174784
741	0.2471098404
742	0.2471029622
743	0.2470935125
744	0.2470877865
745	0.2470717014
746	0.247043408
747	0.2470200139
748	0.2470091954
749	0.2469998023
750	0.246976641
751	0.2469686202
752	0.2469470245
753	0.2469340263
754	0.2469249514
755	0.246915897
756	0.2468870041
757	0.2468737158
758	0.2468568028
759	0.2468364738
760	0.2468002136
761	0.2467890684
762	0.2467675678
763	0.246758887
764	0.2467380142
765	0.2467015813
766	0.2466937219
767	0.2466648313
768	0.2466573387
769	0.246648936
770	0.2466357397
771	0.2466273564
772	0.2465937298
773	0.2465740585
774	0.24654746
775	0.2465364497
776	0.246511112
777	0.2465051032
778	0.2464987769
779	0.2464756259
780	0.246453105
781	0.2464329589
782	0.2464268138
783	0.2464052328
784	0.2463886539
785	0.2463753582
786	0.2463542293
787	0.2463521785
788	0.2463256208
789	0.2463064915
790	0.2462808109
791	0.246274726
792	0.2462526008
793	0.2462282186
794	0.2462187277
795	0.2462102706
796	0.2462037213
797	0.2461924314
798	0.2461844234
799	0.2461627451
800	0.2461483586
801	0.2461280829
802	0.2461196625
803	0.2461130558
804	0.2461013268
805	0.2460933643
806	0.2460787341
807	0.2460634386
808	0.2460479643
809	0.2460084848
810	0.2460002515
811	0.2459828498
812	0.2459585743
813	0.2459364565
814	0.2459260955
815	0.2459124757
816	0.2459054716
817	0.2458839144
818	0.2458644473
819	0.2458484847
820	0.2458103781
821	0.2458010636
822	0.24579204
823	0.2457687621
824	0.2457326609
825	0.2457038276
826	0.2456618593
827	0.2456447959
828	0.2456203683
829	0.2456140453
830	0.2455996828
831	0.2455950038
832	0.2455605064
833	0.2455491393
834	0.2455396542
835	0.2455222626
836	0.245514624
837	0.2455068062
838	0.2454890971
839	0.2454738942
840	0.2454616915
841	0.2454397971
842	0.245428971
843	0.2453954615
844	0.2453887524
845	0.2453555749
846	0.2453364523
847	0.2453284161
848	0.2453229285
849	0.2453178416
850	0.2452900063
851	0.2452731709
852	0.2452617589
853	0.2452569174
854	0.2452419329
855	0.2452114238
856	0.2451925344
857	0.2451871171
858	0.2451750214
859	0.2451631257
860	0.2451321219
861	0.2451063734
862	0.2450967029
863	0.2450704909
864	0.2450552785
865	0.2450442233
866	0.24501186
867	0.2450064726
868	0.2449891797
869	0.2449749292
870	0.2449693543
871	0.2449647263
872	0.2449425053
873	0.2449294712
874	0.2449262828
875	0.2449049154
876	0.2448882741
877	0.2448704457
878	0.244861688
879	0.2448537237
880	0.2448304874
881	0.2448257138
882	0.2448082306
883	0.2447876004
884	0.2447792904
885	0.244764718
886	0.2447497547
887	0.2447323372
888	0.2447282785
889	0.2447205334
890	0.2447133593
891	0.2447051389
892	0.2446982756
893	0.2446914744
894	0.2446781048
895	0.2446523876
896	0.2446420225
897	0.2446271872
898	0.2446109937
899	0.2445969337
900	0.2445919297
901	0.2445765482
902	0.2445608735
903	0.244543949
904	0.2445357366
905	0.2445211516
906	0.2445116175
907	0.2444968634
908	0.244490297
909	0.2444797675
910	0.244473801
911	0.2444508043
912	0.2444280975
913	0.2444244796
914	0.2444188459
915	0.2444150281
916	0.2444070202
917	0.2444017078
918	0.2443955569
919	0.24438988
920	0.2443756865
921	0.2443681257
922	0.2443644747
923	0.244361077
924	0.2443564672
925	0.2443514414
926	0.2443433806
927	0.2443297468
928	0.2443152136
929	0.2442971696
930	0.2442894272
931	0.2442844648
932	0.2442809346
933	0.2442742136
934	0.2442460772
935	0.244235268
936	0.2442320504
937	0.2442281521
938	0.2442213836
939	0.2442144493
940	0.2442097631
941	0.2441959359
942	0.2441646487
943	0.2441509588
944	0.2441380494
945	0.2441352672
946	0.2441304687
947	0.2441261646
948	0.2441124634
949	0.2441019795
950	0.2440943526
951	0.2440824499
952	0.2440779334
953	0.2440677779
954	0.2440604137
955	0.2440565104
956	0.2440517557
957	0.2440474306
958	0.24404178
959	0.2440350597
960	0.2440216107
961	0.2440172038
962	0.243997568
963	0.2439915375
964	0.243979948
965	0.2439768073
966	0.2439571864
967	0.2439291024
968	0.2439064779
969	0.2438948265
970	0.2438901096
971	0.2438860902
972	0.2438807051
973	0.2438768164
974	0.2438641511
975	0.243859989
976	0.2438563968
977	0.2438425537
978	0.243834103
979	0.2438283358
980	0.2438169819
981	0.2438110159
982	0.2437843818
983	0.2437706811
984	0.2437594064
985	0.2437469786
986	0.2437363556
987	0.2437276438
988	0.2437181334
989	0.2437044824
990	0.2436998037
991	0.243675844
992	0.2436723024
993	0.2436682833
994	0.243664459
995	0.243653799
996	0.2436490982
997	0.2436263841
998	0.2436211109
999	0.243602748
